# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-12 09:51:29 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03298500 SALT RIVER AT SHEPHERDSVILLE, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03298500
#    DD parameter statistic   Description
#    05   00060     00003     Discharge, cubic feet per second (Mean)
#    08   80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#    09   80155     00003     Suspended sediment discharge, tons per day (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	05_00060_00003	05_00060_00003_cd	08_80154_00003	08_80154_00003_cd	09_80155_00003	09_80155_00003_cd
USGS	03298500	1957-07-25	165	A	50	A	22	A
USGS	03298500	1957-07-26	91	A	38	A	9.0	A
USGS	03298500	1957-07-27	56	A	36	A	5.0	A
USGS	03298500	1957-07-28	54	A	43	A	6.0	A
USGS	03298500	1957-07-29	47	A	35	A	4.0	A
USGS	03298500	1957-07-30	38	A	33	A	3.0	A
USGS	03298500	1957-07-31	34	A	35	A	3.0	A
USGS	03298500	1957-08-01	29	A	38	A	3.0	A
USGS	03298500	1957-08-02	24	A	40	A	2.0	A
USGS	03298500	1957-08-03	28	A	38	A	3.0	A
USGS	03298500	1957-08-04	47	A	27	A	3.0	A
USGS	03298500	1957-08-05	34	A	38	A	3.0	A
USGS	03298500	1957-08-06	22	A	25	A	1.0	A
USGS	03298500	1957-08-07	14	A	18	A	1.0	A
USGS	03298500	1957-08-08	11	A	17	A	1.0	A
USGS	03298500	1957-08-09	7.2	A	28	A	1.0	A
USGS	03298500	1957-08-10	5.6	A	36	A	1.0	A
USGS	03298500	1957-08-11	4.2	A	42	A	0.00	A
USGS	03298500	1957-08-12	4.2	A	16	A	0.00	A
USGS	03298500	1957-08-13	3.6	A	19	A	0.00	A
USGS	03298500	1957-08-14	4.2	A	21	A	0.00	A
USGS	03298500	1957-08-15	5.6	A	11	A	0.00	A
USGS	03298500	1957-08-16	18	A	24	A	1.0	A
USGS	03298500	1957-08-17	11	A	29	A	1.0	A
USGS	03298500	1957-08-18	23	A	29	A	2.0	A
USGS	03298500	1957-08-19	22	A	25	A	1.0	A
USGS	03298500	1957-08-20	16	A	24	A	1.0	A
USGS	03298500	1957-08-21	12	A	23	A	1.0	A
USGS	03298500	1957-08-22	8.0	A	20	A	0.00	A
USGS	03298500	1957-08-23	5.6	A	19	A	0.00	A
USGS	03298500	1957-08-24	4.9	A	18	A	0.00	A
USGS	03298500	1957-08-25	4.9	A	15	A	0.00	A
USGS	03298500	1957-08-26	4.2	A	14	A	0.00	A
USGS	03298500	1957-08-27	3.6	A	13	A	0.00	A
USGS	03298500	1957-08-28	2.5	A	16	A	0.00	A
USGS	03298500	1957-08-29	2.0	A	22	A	0.00	A
USGS	03298500	1957-08-30	1.5	A	27	A	0.00	A
USGS	03298500	1957-08-31	1.5	A	19	A	0.00	A
USGS	03298500	1957-09-01	1.2	A	9	A	0.00	A
USGS	03298500	1957-09-02	1.2	A			0.00	A
USGS	03298500	1957-09-03	0.80	A			0.00	A
USGS	03298500	1957-09-04	0.70	A			0.00	A
USGS	03298500	1957-09-05	0.50	A			0.00	A
USGS	03298500	1957-09-06	0.50	A			0.00	A
USGS	03298500	1957-09-07	0.40	A			0.00	A
USGS	03298500	1957-09-08	0.40	A			0.00	A
USGS	03298500	1957-09-09	0.70	A			0.00	A
USGS	03298500	1957-09-10	37	A			4.0	A
USGS	03298500	1957-09-11	127	A	48	A	16	A
USGS	03298500	1957-09-12	53	A	26	A	4.0	A
USGS	03298500	1957-09-13	32	A	23	A	2.0	A
USGS	03298500	1957-09-14	30	A	31	A	2.0	A
USGS	03298500	1957-09-15	22	A	35	A	2.0	A
USGS	03298500	1957-09-16	119	A	66	A	31	A
USGS	03298500	1957-09-17	291	A	98	A	84	A
USGS	03298500	1957-09-18	130	A	43	A	15	A
USGS	03298500	1957-09-19	70	A	28	A	5.0	A
USGS	03298500	1957-09-20	50	A	23	A	3.0	A
USGS	03298500	1957-09-21	36	A	23	A	2.0	A
USGS	03298500	1957-09-22	30	A	20	A	2.0	A
USGS	03298500	1957-09-23	29	A	21	A	2.0	A
USGS	03298500	1957-09-24	27	A	20	A	1.0	A
USGS	03298500	1957-09-25	24	A	22	A	1.0	A
USGS	03298500	1957-09-26	46	A	66	A	8.0	A
USGS	03298500	1957-09-27	46	A	35	A	4.0	A
USGS	03298500	1957-09-28	36	A	25	A	2.0	A
USGS	03298500	1957-09-29	30	A	25	A	2.0	A
USGS	03298500	1957-09-30	27	A	27	A	2.0	A
USGS	03298500	1957-10-01	25	A	15	A	1.0	A
USGS	03298500	1957-10-02	24	A	10	A	1.0	A
USGS	03298500	1957-10-03	24	A	10	A	1.0	A
USGS	03298500	1957-10-04	27	A	9	A	1.0	A
USGS	03298500	1957-10-05	29	A	11	A	1.0	A
USGS	03298500	1957-10-06	28	A	10	A	1.0	A
USGS	03298500	1957-10-07	28	A	10	A	1.0	A
USGS	03298500	1957-10-08	29	A	10	A	1.0	A
USGS	03298500	1957-10-09	29	A	5	A	0.00	A
USGS	03298500	1957-10-10	28	A	7	A	1.0	A
USGS	03298500	1957-10-11	27	A	6	A	0.00	A
USGS	03298500	1957-10-12	23	A	6	A	0.00	A
USGS	03298500	1957-10-13	21	A	5	A	0.00	A
USGS	03298500	1957-10-14	19	A	8	A	0.00	A
USGS	03298500	1957-10-15	19	A	9	A	0.00	A
USGS	03298500	1957-10-16	20	A	4	A	0.00	A
USGS	03298500	1957-10-17	20	A	4	A	0.00	A
USGS	03298500	1957-10-18	21	A	7	A	0.00	A
USGS	03298500	1957-10-19	20	A	6	A	0.00	A
USGS	03298500	1957-10-20	19	A	10	A	1.0	A
USGS	03298500	1957-10-21	16	A	9	A	0.00	A
USGS	03298500	1957-10-22	18	A	7	A	0.00	A
USGS	03298500	1957-10-23	60	A	110	A	25	A
USGS	03298500	1957-10-24	1880	A	340	A	2100	A
USGS	03298500	1957-10-25	1530	A	379	A	2180	A
USGS	03298500	1957-10-26	387	A	218	A	228	A
USGS	03298500	1957-10-27	212	A	138	A	79	A
USGS	03298500	1957-10-28	128	A	108	A	37	A
USGS	03298500	1957-10-29	88	A	80	A	19	A
USGS	03298500	1957-10-30	68	A	55	A	10	A
USGS	03298500	1957-10-31	54	A	46	A	7.0	A
USGS	03298500	1957-11-01	42	A	42	A	5.0	A
USGS	03298500	1957-11-02	35	A	47	A	4.0	A
USGS	03298500	1957-11-03	31	A	39	A	3.0	A
USGS	03298500	1957-11-04	28	A	36	A	3.0	A
USGS	03298500	1957-11-05	24	A	33	A	2.0	A
USGS	03298500	1957-11-06	21	A	33	A	2.0	A
USGS	03298500	1957-11-07	21	A	20	A	1.0	A
USGS	03298500	1957-11-08	3940	A			7700	A
USGS	03298500	1957-11-09	5160	A	471	A	7400	A
USGS	03298500	1957-11-10	1420	A	104	A	430	A
USGS	03298500	1957-11-11	636	A	58	A	100	A
USGS	03298500	1957-11-12	398	A	44	A	47	A
USGS	03298500	1957-11-13	661	A	60	A	167	A
USGS	03298500	1957-11-14	9150	A	650	A	18000	A
USGS	03298500	1957-11-15	8810	A	210	A	5000	A
USGS	03298500	1957-11-16	3250	A	95	A	834	A
USGS	03298500	1957-11-17	1440	A	60	A	233	A
USGS	03298500	1957-11-18	11300	A	928	A	38300	A
USGS	03298500	1957-11-19	27700	A	570	A	42600	A
USGS	03298500	1957-11-20	24300	A	346	A	22700	A
USGS	03298500	1957-11-21	17600	A	137	A	6510	A
USGS	03298500	1957-11-22	4470	A	66	A	796	A
USGS	03298500	1957-11-23	2310	A	40	A	249	A
USGS	03298500	1957-11-24	1180	A	38	A	121	A
USGS	03298500	1957-11-25	924	A	22	A	55	A
USGS	03298500	1957-11-26	732	A	12	A	24	A
USGS	03298500	1957-11-27	613	A	14	A	23	A
USGS	03298500	1957-11-28	550	A	19	A	28	A
USGS	03298500	1957-11-29	789	A	21	A	45	A
USGS	03298500	1957-11-30	1060	A	31	A	89	A
USGS	03298500	1957-12-01	772	A	31	A	65	A
USGS	03298500	1957-12-02	628	A	25	A	42	A
USGS	03298500	1957-12-03	564	A	15	A	23	A
USGS	03298500	1957-12-04	599	A	13	A	21	A
USGS	03298500	1957-12-05	740	A	8	A	16	A
USGS	03298500	1957-12-06	1050	A	76	A	431	A
USGS	03298500	1957-12-07	12500	A	484	A	15000	A
USGS	03298500	1957-12-08	18200	A	401	A	19700	A
USGS	03298500	1957-12-09	14000	A	201	A	7600	A
USGS	03298500	1957-12-10	6390	A	85	A	1470	A
USGS	03298500	1957-12-11	2750	A	60	A	446	A
USGS	03298500	1957-12-12	1670	A	36	A	162	A
USGS	03298500	1957-12-13	1180	A	25	A	80	A
USGS	03298500	1957-12-14	1080	A	19	A	55	A
USGS	03298500	1957-12-15	897	A	14	A	34	A
USGS	03298500	1957-12-16	798	A	10	A	22	A
USGS	03298500	1957-12-17	843	A	11	A	25	A
USGS	03298500	1957-12-18	1190	A	27	A	87	A
USGS	03298500	1957-12-19	2230	A	54	A	423	A
USGS	03298500	1957-12-20	14100	A	681	A	27300	A
USGS	03298500	1957-12-21	14000	A	390	A	14700	A
USGS	03298500	1957-12-22	7380	A	127	A	2530	A
USGS	03298500	1957-12-23	3340	A	78	A	703	A
USGS	03298500	1957-12-24	1990	A	53	A	285	A
USGS	03298500	1957-12-25	1660	A	48	A	215	A
USGS	03298500	1957-12-26	5120	A	379	A	5560	A
USGS	03298500	1957-12-27	5250	A	274	A	3880	A
USGS	03298500	1957-12-28	3080	A	188	A	1560	A
USGS	03298500	1957-12-29	1890	A	67	A	342	A
USGS	03298500	1957-12-30	1400	A	33	A	125	A
USGS	03298500	1957-12-31	1100	A	20	A	59	A
USGS	03298500	1958-01-01	900	A	16	A	39	A
USGS	03298500	1958-01-02	750	A	10	A	20	A
USGS	03298500	1958-01-03	650	A	8	A	14	A
USGS	03298500	1958-01-04	580	A	10	A	16	A
USGS	03298500	1958-01-05	500	A	7	A	9.0	A
USGS	03298500	1958-01-06	450	A	7	A	8.0	A
USGS	03298500	1958-01-07	420	A	5	A	6.0	A
USGS	03298500	1958-01-08	390	A	7	A	7.0	A
USGS	03298500	1958-01-09	360	A	3	A	3.0	A
USGS	03298500	1958-01-10	340	A	2	A	2.0	A
USGS	03298500	1958-01-11	330	A	2	A	2.0	A
USGS	03298500	1958-01-12	320	A	5	A	4.0	A
USGS	03298500	1958-01-13	400	A	3	A	3.0	A
USGS	03298500	1958-01-14	676	A	7	A	13	A
USGS	03298500	1958-01-15	888	A	17	A	41	A
USGS	03298500	1958-01-16	825	A	12	A	27	A
USGS	03298500	1958-01-17	740	A	11	A	22	A
USGS	03298500	1958-01-18	636	A	12	A	21	A
USGS	03298500	1958-01-19	494	A	10	A	13	A
USGS	03298500	1958-01-20	500	A	9	A	12	A
USGS	03298500	1958-01-21	7000	A	762	A	14400	A
USGS	03298500	1958-01-22	6000	A	780	A	12600	A
USGS	03298500	1958-01-23	2990	A	175	A	1550	A
USGS	03298500	1958-01-24	2540	A	99	A	679	A
USGS	03298500	1958-01-25	6770	A	600	A	12000	A
USGS	03298500	1958-01-26	5710	A	400	A	6170	A
USGS	03298500	1958-01-27	3470	A	163	A	1530	A
USGS	03298500	1958-01-28	2460	A	57	A	378	A
USGS	03298500	1958-01-29	1750	A	26	A	123	A
USGS	03298500	1958-01-30	1540	A	20	A	83	A
USGS	03298500	1958-01-31	1390	A	18	A	68	A
USGS	03298500	1958-02-01	3040	A	250	A	2200	A
USGS	03298500	1958-02-02	3210	A	165	A	1430	A
USGS	03298500	1958-02-03	2230	A	74	A	446	A
USGS	03298500	1958-02-04	1610	A	40	A	174	A
USGS	03298500	1958-02-05	1570	A	30	A	127	A
USGS	03298500	1958-02-06	2270	A	50	A	370	A
USGS	03298500	1958-02-07	6740	A	364	A	6880	A
USGS	03298500	1958-02-08	5410	A	204	A	2980	A
USGS	03298500	1958-02-09	2460	A	87	A	578	A
USGS	03298500	1958-02-10	1700	A	39	A	179	A
USGS	03298500	1958-02-11	1300	A	27	A	95	A
USGS	03298500	1958-02-12	1100	A	17	A	50	A
USGS	03298500	1958-02-13	900	A	12	A	29	A
USGS	03298500	1958-02-14	800	A	10	A	22	A
USGS	03298500	1958-02-15	700	A	8	A	15	A
USGS	03298500	1958-02-16	600	A	5	A	8.0	A
USGS	03298500	1958-02-17	550	A	5	A	7.0	A
USGS	03298500	1958-02-18	500	A	6	A	8.0	A
USGS	03298500	1958-02-19	450	A	7	A	8.0	A
USGS	03298500	1958-02-20	430	A	6	A	7.0	A
USGS	03298500	1958-02-21	440	A	5	A	6.0	A
USGS	03298500	1958-02-22	450	A	8	A	10	A
USGS	03298500	1958-02-23	470	A	6	A	8.0	A
USGS	03298500	1958-02-24	470	A	10	A	13	A
USGS	03298500	1958-02-25	474	A	7	A	9.0	A
USGS	03298500	1958-02-26	487	A	8	A	10	A
USGS	03298500	1958-02-27	748	A	22	A	44	A
USGS	03298500	1958-02-28	1490	A	45	A	181	A
USGS	03298500	1958-03-01	1250	A	60	A	202	A
USGS	03298500	1958-03-02	897	A	39	A	94	A
USGS	03298500	1958-03-03	716	A	25	A	48	A
USGS	03298500	1958-03-04	606	A	20	A	33	A
USGS	03298500	1958-03-05	536	A	14	A	20	A
USGS	03298500	1958-03-06	501	A	12	A	16	A
USGS	03298500	1958-03-07	487	A	17	A	22	A
USGS	03298500	1958-03-08	494	A	12	A	16	A
USGS	03298500	1958-03-09	684	A	17	A	31	A
USGS	03298500	1958-03-10	1040	A	17	A	48	A
USGS	03298500	1958-03-11	1040	A	15	A	42	A
USGS	03298500	1958-03-12	924	A	13	A	32	A
USGS	03298500	1958-03-13	888	A	9	A	22	A
USGS	03298500	1958-03-14	1000	A	12	A	32	A
USGS	03298500	1958-03-15	1420	A	15	A	58	A
USGS	03298500	1958-03-16	1840	A	24	A	119	A
USGS	03298500	1958-03-17	1840	A	22	A	109	A
USGS	03298500	1958-03-18	1680	A	18	A	82	A
USGS	03298500	1958-03-19	1420	A	17	A	65	A
USGS	03298500	1958-03-20	1210	A	11	A	36	A
USGS	03298500	1958-03-21	1080	A	8	A	23	A
USGS	03298500	1958-03-22	960	A	7	A	18	A
USGS	03298500	1958-03-23	852	A	8	A	18	A
USGS	03298500	1958-03-24	1220	A	51	A	223	A
USGS	03298500	1958-03-25	5220	A	382	A	5690	A
USGS	03298500	1958-03-26	4960	A	255	A	3640	A
USGS	03298500	1958-03-27	2720	A	81	A	595	A
USGS	03298500	1958-03-28	2040	A	38	A	209	A
USGS	03298500	1958-03-29	1620	A	26	A	114	A
USGS	03298500	1958-03-30	1550	A	22	A	92	A
USGS	03298500	1958-03-31	2060	A	35	A	195	A
USGS	03298500	1958-04-01	2060	A	33	A	184	A
USGS	03298500	1958-04-02	1650	A	28	A	125	A
USGS	03298500	1958-04-03	1410	A	25	A	95	A
USGS	03298500	1958-04-04	1740	A	32	A	150	A
USGS	03298500	1958-04-05	1920	A	39	A	202	A
USGS	03298500	1958-04-06	6410	A	2100	A	46000	A
USGS	03298500	1958-04-07	5700	A	1890	A	32800	A
USGS	03298500	1958-04-08	2520	A	302	A	2150	A
USGS	03298500	1958-04-09	1830	A	114	A	563	A
USGS	03298500	1958-04-10	4230	A	486	A	8810	A
USGS	03298500	1958-04-11	9100	A	1320	A	32400	A
USGS	03298500	1958-04-12	4890	A	415	A	5480	A
USGS	03298500	1958-04-13	2990	A	192	A	1550	A
USGS	03298500	1958-04-14	2150	A	80	A	464	A
USGS	03298500	1958-04-15	1660	A	42	A	188	A
USGS	03298500	1958-04-16	1390	A	29	A	109	A
USGS	03298500	1958-04-17	1160	A	27	A	84	A
USGS	03298500	1958-04-18	969	A	25	A	65	A
USGS	03298500	1958-04-19	843	A	23	A	52	A
USGS	03298500	1958-04-20	764	A	27	A	56	A
USGS	03298500	1958-04-21	906	A	36	A	88	A
USGS	03298500	1958-04-22	870	A	27	A	63	A
USGS	03298500	1958-04-23	772	A	22	A	46	A
USGS	03298500	1958-04-24	1210	A	133	A	630	A
USGS	03298500	1958-04-25	2360	A	232	A	1480	A
USGS	03298500	1958-04-26	1280	A	205	A	708	A
USGS	03298500	1958-04-27	2150	A	143	A	1010	A
USGS	03298500	1958-04-28	4640	A	415	A	5200	A
USGS	03298500	1958-04-29	10100	A	1330	A	42600	A
USGS	03298500	1958-04-30	9030	A	738	A	20600	A
USGS	03298500	1958-05-01	3280	A	185	A	1640	A
USGS	03298500	1958-05-02	2180	A	98	A	577	A
USGS	03298500	1958-05-03	2560	A	115	A	795	A
USGS	03298500	1958-05-04	5140	A	672	A	10000	A
USGS	03298500	1958-05-05	13200	A	1670	A	59500	A
USGS	03298500	1958-05-06	12900	A	700	A	24400	A
USGS	03298500	1958-05-07	11000	A	213	A	6330	A
USGS	03298500	1958-05-08	6500	A	100	A	1760	A
USGS	03298500	1958-05-09	3140	A	38	A	322	A
USGS	03298500	1958-05-10	1700	A	19	A	87	A
USGS	03298500	1958-05-11	2000	A	16	A	86	A
USGS	03298500	1958-05-12	2500	A	12	A	81	A
USGS	03298500	1958-05-13	1500	A	18	A	73	A
USGS	03298500	1958-05-14	1200	A	16	A	52	A
USGS	03298500	1958-05-15	900	A	18	A	44	A
USGS	03298500	1958-05-16	800	A	14	A	30	A
USGS	03298500	1958-05-17	650	A	32	A	56	A
USGS	03298500	1958-05-18	550	A	64	A	95	A
USGS	03298500	1958-05-19	496	A	56	A	75	A
USGS	03298500	1958-05-20	404	A	52	A	57	A
USGS	03298500	1958-05-21	330	A	58	A	52	A
USGS	03298500	1958-05-22	274	A	50	A	37	A
USGS	03298500	1958-05-23	238	A	38	A	24	A
USGS	03298500	1958-05-24	212	A	37	A	21	A
USGS	03298500	1958-05-25	202	A	33	A	18	A
USGS	03298500	1958-05-26	195	A	40	A	21	A
USGS	03298500	1958-05-27	188	A	35	A	18	A
USGS	03298500	1958-05-28	174	A	27	A	13	A
USGS	03298500	1958-05-29	156	A	40	A	17	A
USGS	03298500	1958-05-30	132	A	30	A	11	A
USGS	03298500	1958-05-31	110	A	32	A	10	A
USGS	03298500	1958-06-01	129	A	60	A	21	A
USGS	03298500	1958-06-02	302	A	65	A	55	A
USGS	03298500	1958-06-03	366	A	62	A	61	A
USGS	03298500	1958-06-04	404	A	66	A	72	A
USGS	03298500	1958-06-05	238	A	45	A	29	A
USGS	03298500	1958-06-06	164	A	27	A	12	A
USGS	03298500	1958-06-07	116	A	27	A	8.0	A
USGS	03298500	1958-06-08	90	A	23	A	6.0	A
USGS	03298500	1958-06-09	72	A	28	A	5.0	A
USGS	03298500	1958-06-10	60	A	16	A	2.0	A
USGS	03298500	1958-06-11	186	A	15	A	8.0	A
USGS	03298500	1958-06-12	270	A	40	A	29	A
USGS	03298500	1958-06-13	192	A	28	A	14	A
USGS	03298500	1958-06-14	220	A	33	A	20	A
USGS	03298500	1958-06-15	404	A	44	A	48	A
USGS	03298500	1958-06-16	480	A	55	A	71	A
USGS	03298500	1958-06-17	515	A	68	A	94	A
USGS	03298500	1958-06-18	392	A	72	A	76	A
USGS	03298500	1958-06-19	238	A	56	A	36	A
USGS	03298500	1958-06-20	184	A	52	A	26	A
USGS	03298500	1958-06-21	153	A	35	A	14	A
USGS	03298500	1958-06-22	125	A	44	A	15	A
USGS	03298500	1958-06-23	104	A	35	A	10	A
USGS	03298500	1958-06-24	113	A	32	A	10	A
USGS	03298500	1958-06-25	92	A	22	A	5.0	A
USGS	03298500	1958-06-26	132	A	30	A	11	A
USGS	03298500	1958-06-27	178	A	47	A	22	A
USGS	03298500	1958-06-28	365	A	62	A	61	A
USGS	03298500	1958-06-29	306	A	50	A	41	A
USGS	03298500	1958-06-30	234	A	41	A	26	A
USGS	03298500	1958-07-01	160	A	26	A	11	A
USGS	03298500	1958-07-02	113	A	26	A	8.0	A
USGS	03298500	1958-07-03	82	A	20	A	4.0	A
USGS	03298500	1958-07-04	64	A	18	A	3.0	A
USGS	03298500	1958-07-05	54	A	11	A	2.0	A
USGS	03298500	1958-07-06	46	A	19	A	2.0	A
USGS	03298500	1958-07-07	514	A			1500	A
USGS	03298500	1958-07-08	1990	A	705	A	4200	A
USGS	03298500	1958-07-09	1280	A	39	A	135	A
USGS	03298500	1958-07-10	942	A	38	A	97	A
USGS	03298500	1958-07-11	2700	A			18000	A
USGS	03298500	1958-07-12	4090	A	1200	A	14100	A
USGS	03298500	1958-07-13	2190	A	332	A	1960	A
USGS	03298500	1958-07-14	1170	A	100	A	316	A
USGS	03298500	1958-07-15	668	A	80	A	144	A
USGS	03298500	1958-07-16	692	A	102	A	211	A
USGS	03298500	1958-07-17	2620	A	550	A	4200	A
USGS	03298500	1958-07-18	5620	A	1000	A	17000	A
USGS	03298500	1958-07-19	5080	A	776	A	11100	A
USGS	03298500	1958-07-20	2930	A	390	A	3080	A
USGS	03298500	1958-07-21	2770	A	145	A	1390	A
USGS	03298500	1958-07-22	13000	A	1250	A	43900	A
USGS	03298500	1958-07-23	15800	A	620	A	26400	A
USGS	03298500	1958-07-24	13100	A	155	A	5480	A
USGS	03298500	1958-07-25	6020	A	150	A	2440	A
USGS	03298500	1958-07-26	4220	A	308	A	3510	A
USGS	03298500	1958-07-27	3100	A	240	A	2010	A
USGS	03298500	1958-07-28	2010	A	103	A	559	A
USGS	03298500	1958-07-29	2140	A	188	A	1090	A
USGS	03298500	1958-07-30	1120	A	79	A	239	A
USGS	03298500	1958-07-31	1800	A	128	A	622	A
USGS	03298500	1958-08-01	1770	A	120	A	573	A
USGS	03298500	1958-08-02	5640	A	1800	A	31000	A
USGS	03298500	1958-08-03	7490	A	610	A	13200	A
USGS	03298500	1958-08-04	3880	A	265	A	2780	A
USGS	03298500	1958-08-05	1950	A	122	A	642	A
USGS	03298500	1958-08-06	1200	A	53	A	172	A
USGS	03298500	1958-08-07	798	A	51	A	110	A
USGS	03298500	1958-08-08	571	A	47	A	72	A
USGS	03298500	1958-08-09	420	A	48	A	54	A
USGS	03298500	1958-08-10	325	A	42	A	37	A
USGS	03298500	1958-08-11	262	A	45	A	32	A
USGS	03298500	1958-08-12	3080	A	750	A	7200	A
USGS	03298500	1958-08-13	1610	A	128	A	556	A
USGS	03298500	1958-08-14	1000	A	90	A	243	A
USGS	03298500	1958-08-15	508	A	59	A	81	A
USGS	03298500	1958-08-16	570	A	64	A	98	A
USGS	03298500	1958-08-17	816	A	66	A	145	A
USGS	03298500	1958-08-18	468	A	61	A	77	A
USGS	03298500	1958-08-19	325	A	62	A	54	A
USGS	03298500	1958-08-20	238	A	58	A	37	A
USGS	03298500	1958-08-21	195	A	49	A	26	A
USGS	03298500	1958-08-22	160	A	40	A	17	A
USGS	03298500	1958-08-23	136	A	38	A	14	A
USGS	03298500	1958-08-24	132	A	33	A	12	A
USGS	03298500	1958-08-25	156	A	47	A	20	A
USGS	03298500	1958-08-26	192	A	47	A	24	A
USGS	03298500	1958-08-27	335	A	49	A	44	A
USGS	03298500	1958-08-28	234	A	44	A	28	A
USGS	03298500	1958-08-29	164	A	39	A	17	A
USGS	03298500	1958-08-30	119	A	15	A	5.0	A
USGS	03298500	1958-08-31	92	A	13	A	3.0	A
USGS	03298500	1958-09-01	72	A	11	A	2.0	A
USGS	03298500	1958-09-02	62	A	8	A	1.0	A
USGS	03298500	1958-09-03	58	A	10	A	2.0	A
USGS	03298500	1958-09-04	48	A	18	A	2.0	A
USGS	03298500	1958-09-05	44	A	12	A	1.0	A
USGS	03298500	1958-09-06	41	A	20	A	2.0	A
USGS	03298500	1958-09-07	38	A	42	A	4.0	A
USGS	03298500	1958-09-08	35	A	42	A	4.0	A
USGS	03298500	1958-09-09	33	A	17	A	2.0	A
USGS	03298500	1958-09-10	28	A	15	A	1.0	A
USGS	03298500	1958-09-11	23	A	23	A	1.0	A
USGS	03298500	1958-09-12	20	A	15	A	1.0	A
USGS	03298500	1958-09-13	15	A	13	A	1.0	A
USGS	03298500	1958-09-14	12	A	13	A	0.00	A
USGS	03298500	1958-09-15	9.4	A	11	A	0.00	A
USGS	03298500	1958-09-16	9.4	A	8	A	0.00	A
USGS	03298500	1958-09-17	9.4	A	9	A	0.00	A
USGS	03298500	1958-09-18	8.6	A	14	A	0.00	A
USGS	03298500	1958-09-19	6.9	A	21	A	0.00	A
USGS	03298500	1958-09-20	243	A			170	A
USGS	03298500	1958-09-21	2690	A	370	A	3000	A
USGS	03298500	1958-09-22	1720	A	127	A	590	A
USGS	03298500	1958-09-23	676	A	75	A	137	A
USGS	03298500	1958-09-24	392	A	62	A	66	A
USGS	03298500	1958-09-25	262	A	56	A	40	A
USGS	03298500	1958-09-26	676	A			440	A
USGS	03298500	1958-09-27	1520	A	360	A	1600	A
USGS	03298500	1958-09-28	302	A	244	A	199	A
USGS	03298500	1958-09-29	192	A	110	A	57	A
USGS	03298500	1958-09-30	139	A	64	A	24	A
USGS	03298500	1958-10-01	116	A	62	A	19	A
USGS	03298500	1958-10-02	92	A	57	A	14	A
USGS	03298500	1958-10-03	70	A	52	A	10	A
USGS	03298500	1958-10-04	60	A	46	A	7.0	A
USGS	03298500	1958-10-05	52	A	39	A	5.0	A
USGS	03298500	1958-10-06	46	A	24	A	3.0	A
USGS	03298500	1958-10-07	42	A	16	A	2.0	A
USGS	03298500	1958-10-08	38	A	11	A	1.0	A
USGS	03298500	1958-10-09	76	A	19	A	4.0	A
USGS	03298500	1958-10-10	1600	A			700	A
USGS	03298500	1958-10-11	680	A	103	A	189	A
USGS	03298500	1958-10-12	351	A	57	A	54	A
USGS	03298500	1958-10-13	250	A	47	A	32	A
USGS	03298500	1958-10-14	216	A	49	A	28	A
USGS	03298500	1958-10-15	195	A	52	A	27	A
USGS	03298500	1958-10-16	150	A	44	A	18	A
USGS	03298500	1958-10-17	116	A	35	A	11	A
USGS	03298500	1958-10-18	90	A	20	A	5.0	A
USGS	03298500	1958-10-19	75	A	46	A	9.0	A
USGS	03298500	1958-10-20	60	A	45	A	7.0	A
USGS	03298500	1958-10-21	50	A	24	A	3.0	A
USGS	03298500	1958-10-22	46	A	20	A	2.0	A
USGS	03298500	1958-10-23	46	A	21	A	3.0	A
USGS	03298500	1958-10-24	48	A	22	A	3.0	A
USGS	03298500	1958-10-25	62	A	20	A	3.0	A
USGS	03298500	1958-10-26	62	A	19	A	3.0	A
USGS	03298500	1958-10-27	58	A	18	A	3.0	A
USGS	03298500	1958-10-28	54	A	17	A	2.0	A
USGS	03298500	1958-10-29	48	A	15	A	2.0	A
USGS	03298500	1958-10-30	42	A	18	A	2.0	A
USGS	03298500	1958-10-31	35	A	16	A	2.0	A
USGS	03298500	1958-11-01	34	A	15	A	1.0	A
USGS	03298500	1958-11-02	36	A	14	A	1.0	A
USGS	03298500	1958-11-03	36	A	14	A	1.0	A
USGS	03298500	1958-11-04	36	A	12	A	1.0	A
USGS	03298500	1958-11-05	38	A	9	A	1.0	A
USGS	03298500	1958-11-06	38	A	11	A	1.0	A
USGS	03298500	1958-11-07	36	A	13	A	1.0	A
USGS	03298500	1958-11-08	36	A	15	A	1.0	A
USGS	03298500	1958-11-09	36	A	25	A	2.0	A
USGS	03298500	1958-11-10	38	A	18	A	2.0	A
